Color Name,Vendor Name,Thickness,Material,size,Total/SqFt,Cost/SqFt,Price Group,Tier
Frost-N,Arizona Tile,3cm,Quartz,126 x 63,55.13,10.24,2,Low Tier
Frost-N,Arizona Tile,3cm,Quartz,138 x 79,75.71,10.24,2,Low Tier
Gemstone Beige-N,Arizona Tile,1.5cm,Quartz,126 x 63,55.13,6.05,1,Low Tier
Gemstone Beige-N,Arizona Tile,2cm,Quartz,126 x 63,55.13,7.90,1,Low Tier
Gemstone Beige-N,Arizona Tile,3cm,Quartz,126 x 63,55.13,10.24,2,Low Tier
Oceana-N,Arizona Tile,2cm,Quartz,126 x 63,55.13,7.90,1,Low Tier
Oceana-N,Arizona Tile,2cm,Quartz,138 x 79,75.71,7.90,1,Low Tier
Oceana-N,Arizona Tile,3cm,Quartz,126 x 63,55.13,10.24,2,Low Tier
Oceana-N,Arizona Tile,3cm,Quartz,138 x 79,75.71,10.24,2,Low Tier
Steel-N,Arizona Tile,2cm,Quartz,126 x 63,55.13,7.90,1,Low Tier
Steel-N,Arizona Tile,3cm,Quartz,126 x 63,55.13,10.24,2,Low Tier
White Sand-N,Arizona Tile,1.5cm,Quartz,126 x 63,55.13,6.05,1,Low Tier
White Sand-N,Arizona Tile,2cm,Quartz,126 x 63,55.13,7.90,1,Low Tier
White Sand-N,Arizona Tile,3cm,Quartz,126 x 63,55.13,10.24,2,Low Tier
White Sand-N,Arizona Tile,2cm,Quartz,138 x 79,75.71,7.90,1,Low Tier
White Sand-N,Arizona Tile,3cm,Quartz,138 x 79,75.71,10.24,2,Low Tier
Zinc,Arizona Tile,1.5cm,Quartz,126 x 63,55.13,6.05,1,Low Tier
Zinc,Arizona Tile,2cm,Quartz,126 x 63,55.13,7.90,1,Low Tier
Zinc,Arizona Tile,3cm,Quartz,126 x 63,55.13,10.24,2,Low Tier
Aerial,Arizona Tile,2cm,Quartz,126 x 63,55.13,9.65,1,Low Tier
Aerial,Arizona Tile,3cm,Quartz,126 x 63,55.13,12.29,2,Low Tier
Bianco Tiza,Arizona Tile,2cm,Quartz,126 x 63,55.13,9.65,1,Low Tier
Bianco Tiza,Arizona Tile,3cm,Quartz,126 x 63,55.13,12.29,2,Low Tier
Carrara Breeze,Arizona Tile,2cm,Quartz,126 x 63,55.13,9.65,1,Low Tier
Carrara Breeze,Arizona Tile,3cm,Quartz,126 x 63,55.13,12.29,2,Low Tier
Cotton,Arizona Tile,2cm,Quartz,126 x 63,55.13,9.65,1,Low Tier
Cotton,Arizona Tile,3cm,Quartz,126 x 63,55.13,12.29,2,Low Tier
Crest,Arizona Tile,2cm,Quartz,126 x 63,55.13,9.65,1,Low Tier
Crest,Arizona Tile,2cm,Quartz,130 x 65,58.68,9.65,1,Low Tier
Crest,Arizona Tile,3cm,Quartz,126 x 63,55.13,12.29,2,Low Tier
Crest,Arizona Tile,3cm,Quartz,130 x 65,58.68,12.29,2,Low Tier
Crisp Stria,Arizona Tile,2cm,Quartz,126 x 63,55.13,9.65,1,Low Tier
Crisp Stria,Arizona Tile,3cm,Quartz,126 x 63,55.13,12.29,2,Low Tier
Dusk-N,Arizona Tile,2cm,Quartz,126 x 63,55.13,9.65,1,Low Tier
Dusk-N,Arizona Tile,3cm,Quartz,126 x 63,55.13,12.29,2,Low Tier
Glisten,Arizona Tile,2cm,Quartz,138 x 79,75.71,9.65,1,Low Tier
Glisten,Arizona Tile,3cm,Quartz,138 x 79,75.71,12.29,2,Low Tier
Linen-N,Arizona Tile,2cm,Quartz,126 x 63,55.13,9.65,1,Low Tier
Linen-N,Arizona Tile,3cm,Quartz,126 x 63,55.13,12.29,2,Low Tier
Tawny,Arizona Tile,2cm,Quartz,126 x 63,55.13,9.65,1,Low Tier
Tawny,Arizona Tile,3cm,Quartz,126 x 63,55.13,12.29,2,Low Tier
Biancone,Arizona Tile,2cm,Quartz,130 x 65,58.68,11.99,2,Low Tier
Biancone,Arizona Tile,3cm,Quartz,130 x 65,58.68,15.15,2,Low Tier
Denali-N,Arizona Tile,2cm,Quartz,127 x 63,55.56,11.99,2,Low Tier
Denali-N,Arizona Tile,2cm,Quartz,130 x 65,58.68,11.99,2,Low Tier
Denali-N,Arizona Tile,3cm,Quartz,127 x 63,55.56,15.15,2,Low Tier
Denali-N,Arizona Tile,3cm,Quartz,130 x 65,58.68,15.15,2,Low Tier
Fog,Arizona Tile,2cm,Quartz,135 x 76,71.25,11.99,2,Low Tier
Fog,Arizona Tile,3cm,Quartz,126 x 63,55.13,15.15,2,Low Tier
Oxide Honed,Arizona Tile,2cm,Quartz,126 x 63,55.13,11.99,2,Low Tier
Oxide Honed,Arizona Tile,3cm,Quartz,126 x 63,55.13,15.15,2,Low Tier
Oxide,Arizona Tile,2cm,Quartz,126 x 63,55.13,11.99,2,Low Tier
Oxide,Arizona Tile,3cm,Quartz,126 x 63,55.13,15.15,2,Low Tier
Slate Grey-N,Arizona Tile,2cm,Quartz,126 x 63,55.13,11.99,2,Low Tier
Slate Grey-N,Arizona Tile,3cm,Quartz,126 x 63,55.13,15.15,2,Low Tier
Altais White,Arizona Tile,2cm,Quartz,129 x 78,69.88,12.93,2,Low Tier
Altais White,Arizona Tile,3cm,Quartz,129 x 78,69.88,15.95,2,Low Tier
Bianco Pearl,Arizona Tile,2cm,Quartz,126 x 63,55.13,12.93,2,Low Tier
Bianco Pearl,Arizona Tile,3cm,Quartz,126 x 63,55.13,15.95,2,Low Tier
Carrara Barolo,Arizona Tile,2cm,Quartz,126 x 63,55.13,12.93,2,Low Tier
Carrara Barolo,Arizona Tile,3cm,Quartz,126 x 63,55.13,15.95,2,Low Tier
New Venatino Beige,Arizona Tile,2cm,Quartz,126 x 63,55.13,12.93,2,Low Tier
New Venatino Beige,Arizona Tile,3cm,Quartz,126 x 63,55.13,15.95,2,Low Tier
New Venatino Grey,Arizona Tile,2cm,Quartz,126 x 63,55.13,12.93,2,Low Tier
New Venatino Grey,Arizona Tile,3cm,Quartz,126 x 63,55.13,15.95,2,Low Tier
Pegasus-N,Arizona Tile,2cm,Quartz,135 x 76,71.25,12.93,2,Low Tier
Pegasus-N,Arizona Tile,3cm,Quartz,135 x 76,71.25,15.95,2,Low Tier
Pencil Vein,Arizona Tile,2cm,Quartz,126 x 63,55.13,12.93,2,Low Tier
Pencil Vein,Arizona Tile,3cm,Quartz,126 x 63,55.13,15.95,2,Low Tier
Pro Cloud,Arizona Tile,2cm,Quartz,126 x 61,53.38,12.93,2,Low Tier
Pro Cloud,Arizona Tile,3cm,Quartz,126 x 61,53.38,15.95,2,Low Tier
Pro Frost,Arizona Tile,2cm,Quartz,126 x 61,53.38,12.93,2,Low Tier
Pro Frost,Arizona Tile,3cm,Quartz,126 x 61,53.38,15.95,2,Low Tier
Pro Storm,Arizona Tile,2cm,Quartz,126 x 61,53.38,12.93,2,Low Tier
Pro Storm,Arizona Tile,3cm,Quartz,126 x 61,53.38,15.95,2,Low Tier
Ridge,Arizona Tile,2cm,Quartz,126 x 63,55.13,12.93,2,Low Tier
Ridge,Arizona Tile,3cm,Quartz,126 x 63,55.13,15.95,2,Low Tier
Seashell-N,Arizona Tile,2cm,Quartz,126 x 63,55.13,12.93,2,Low Tier
Seashell-N,Arizona Tile,3cm,Quartz,126 x 63,55.13,15.95,2,Low Tier
Serene,Arizona Tile,2cm,Quartz,126 x 63,55.13,12.93,2,Low Tier
Serene,Arizona Tile,3cm,Quartz,126 x 63,55.13,15.95,2,Low Tier
Statuary Nebula,Arizona Tile,2cm,Quartz,129 x 78,69.88,12.93,2,Low Tier
Statuary Nebula,Arizona Tile,3cm,Quartz,129 x 78,69.88,15.95,2,Low Tier
Aviana,Arizona Tile,2cm,Quartz,135 x 77,72.19,15.35,2,Low Tier
Aviana,Arizona Tile,3cm,Quartz,135 x 77,72.19,19.25,2,Low Tier
Bianco Levanto,Arizona Tile,2cm,Quartz,126 x 63,55.13,15.35,2,Low Tier
Bianco Levanto,Arizona Tile,3cm,Quartz,126 x 63,55.13,19.25,2,Low Tier
Calacatta Bellatrix,Arizona Tile,2cm,Quartz,126 x 63,55.13,15.35,2,Low Tier
Calacatta Bellatrix,Arizona Tile,3cm,Quartz,126 x 63,55.13,19.25,2,Low Tier
Calacatta Capella,Arizona Tile,2cm,Quartz,126 x 63,55.13,15.35,2,Low Tier
Calacatta Capella,Arizona Tile,3cm,Quartz,126 x 63,55.13,19.25,2,Low Tier
Calacatta Divine,Arizona Tile,2cm,Quartz,135 x 77,72.19,15.35,2,Low Tier
Calacatta Divine,Arizona Tile,3cm,Quartz,135 x 77,72.19,19.25,2,Low Tier
Calacatta Jubilee,Arizona Tile,2cm,Quartz,126 x 63,55.13,15.35,2,Low Tier
Calacatta Jubilee,Arizona Tile,3cm,Quartz,126 x 63,55.13,19.25,2,Low Tier
Calacatta Maywood,Arizona Tile,2cm,Quartz,126 x 63,55.13,15.35,2,Low Tier
Calacatta Maywood,Arizona Tile,3cm,Quartz,126 x 63,55.13,19.25,2,Low Tier
Concrete Grey Honed,Arizona Tile,2cm,Quartz,126 x 61,53.38,15.35,2,Low Tier
Concrete Grey Honed,Arizona Tile,3cm,Quartz,126 x 61,53.38,19.25,2,Low Tier
Concrete Grey,Arizona Tile,2cm,Quartz,126 x 61,53.38,15.35,2,Low Tier
Concrete Grey,Arizona Tile,3cm,Quartz,126 x 61,53.38,19.25,2,Low Tier
Everest,Arizona Tile,2cm,Quartz,130 x 65,58.68,15.35,2,Low Tier
Everest,Arizona Tile,3cm,Quartz,130 x 65,58.68,19.25,2,Low Tier
Haku White Honed,Arizona Tile,2cm,Quartz,130 x 65,58.68,15.35,2,Low Tier
Haku White Honed,Arizona Tile,3cm,Quartz,130 x 65,58.68,19.25,2,Low Tier
Haku White,Arizona Tile,2cm,Quartz,130 x 65,58.68,15.35,2,Low Tier
Haku White,Arizona Tile,3cm,Quartz,130 x 65,58.68,19.25,2,Low Tier
Hana Sky,Arizona Tile,2cm,Quartz,130 x 65,58.68,15.35,2,Low Tier
Hana Sky,Arizona Tile,3cm,Quartz,130 x 65,58.68,19.25,2,Low Tier
Ivory White Honed,Arizona Tile,2cm,Quartz,126 x 61,53.38,15.35,2,Low Tier
Ivory White Honed,Arizona Tile,3cm,Quartz,126 x 61,53.38,19.25,2,Low Tier
Ivory White,Arizona Tile,2cm,Quartz,126 x 61,53.38,15.35,2,Low Tier
Ivory White,Arizona Tile,3cm,Quartz,126 x 61,53.38,19.25,2,Low Tier
Portofino Classic Honed,Arizona Tile,2cm,Quartz,130 x 65,58.68,15.35,2,Low Tier
Portofino Classic Honed,Arizona Tile,3cm,Quartz,130 x 65,58.68,19.25,2,Low Tier
Portofino Classic,Arizona Tile,2cm,Quartz,130 x 65,58.68,15.35,2,Low Tier
Portofino Classic,Arizona Tile,3cm,Quartz,130 x 65,58.68,19.25,2,Low Tier
Ripieno Honed,Arizona Tile,2cm,Quartz,130 x 65,58.68,15.35,2,Low Tier
Ripieno Honed,Arizona Tile,3cm,Quartz,130 x 65,58.68,19.25,2,Low Tier
Ripieno,Arizona Tile,2cm,Quartz,130 x 65,58.68,15.35,2,Low Tier
Ripieno,Arizona Tile,3cm,Quartz,130 x 65,58.68,19.25,2,Low Tier
Sonata Honed,Arizona Tile,2cm,Quartz,130 x 65,58.68,15.35,2,Low Tier
Sonata Honed,Arizona Tile,3cm,Quartz,130 x 65,58.68,19.25,2,Low Tier
Sonata,Arizona Tile,2cm,Quartz,130 x 65,58.68,15.35,2,Low Tier
Sonata,Arizona Tile,3cm,Quartz,130 x 65,58.68,19.25,2,Low Tier
Arabescato Como,Arizona Tile,2cm,Quartz,126 x 63,55.13,16.45,2,Low Tier
Arabescato Como,Arizona Tile,3cm,Quartz,126 x 63,55.13,20.85,3,Low Tier
Citrine,Arizona Tile,2cm,Quartz,126 x 63,55.13,16.45,2,Low Tier
Citrine,Arizona Tile,3cm,Quartz,126 x 63,55.13,20.85,3,Low Tier
Grigio Elegante Honed,Arizona Tile,2cm,Quartz,126 x 63,55.13,16.45,2,Low Tier
Grigio Elegante Honed,Arizona Tile,3cm,Quartz,126 x 63,55.13,20.85,3,Low Tier
Grigio Elegante,Arizona Tile,2cm,Quartz,126 x 63,55.13,16.45,2,Low Tier
Grigio Elegante,Arizona Tile,3cm,Quartz,126 x 63,55.13,20.85,3,Low Tier
Java Beige Honed,Arizona Tile,2cm,Quartz,126 x 63,55.13,16.45,2,Low Tier
Java Beige Honed,Arizona Tile,3cm,Quartz,126 x 63,55.13,20.85,3,Low Tier
Java Beige,Arizona Tile,2cm,Quartz,126 x 63,55.13,16.45,2,Low Tier
Java Beige,Arizona Tile,3cm,Quartz,126 x 63,55.13,20.85,3,Low Tier
Pilar,Arizona Tile,2cm,Quartz,126 x 63,55.13,16.45,2,Low Tier
Pilar,Arizona Tile,3cm,Quartz,126 x 63,55.13,20.85,3,Low Tier
Bertoli,Arizona Tile,2cm,Quartz,126 x 63,55.13,17.55,2,Low Tier
Bertoli,Arizona Tile,3cm,Quartz,126 x 63,55.13,23.05,3,Low Tier
Calacatta Valiente,Arizona Tile,2cm,Quartz,130 x 65,58.68,17.55,2,Low Tier
Calacatta Valiente,Arizona Tile,3cm,Quartz,130 x 65,58.68,23.05,3,Low Tier
Cortona Gold,Arizona Tile,2cm,Quartz,126 x 63,55.13,17.55,2,Low Tier
Cortona Gold,Arizona Tile,3cm,Quartz,126 x 63,55.13,23.05,3,Low Tier
Montenegro,Arizona Tile,2cm,Quartz,126 x 63,55.13,17.55,2,Low Tier
Montenegro,Arizona Tile,3cm,Quartz,126 x 63,55.13,23.05,3,Low Tier
Renoir,Arizona Tile,2cm,Quartz,126 x 63,55.13,17.55,2,Low Tier
Renoir,Arizona Tile,3cm,Quartz,126 x 63,55.13,23.05,3,Low Tier
Vallejo Gold,Arizona Tile,2cm,Quartz,126 x 63,55.13,17.55,2,Low Tier
Vallejo Gold,Arizona Tile,3cm,Quartz,126 x 63,55.13,23.05,3,Low Tier
Vallejo Grey,Arizona Tile,2cm,Quartz,126 x 63,55.13,17.55,2,Low Tier
Vallejo Grey,Arizona Tile,3cm,Quartz,126 x 63,55.13,23.05,3,Low Tier
Calacatta Miranda,Arizona Tile,2cm,Quartz,130 x 65,58.68,17.55,2,Low Tier
Calacatta Sueste,Arizona Tile,2cm,Quartz,130 x 65,58.68,17.55,2,Low Tier
Calacatta Sueste,Arizona Tile,3cm,Quartz,130 x 65,58.68,23.05,3,Low Tier
Palmeri,Arizona Tile,2cm,Quartz,126 x 63,55.13,17.55,2,Low Tier
Palmeri,Arizona Tile,3cm,Quartz,126 x 63,55.13,23.05,3,Low Tier
Talia Grey,Arizona Tile,2cm,Quartz,130 x 65,58.68,17.55,2,Low Tier
Talia Grey,Arizona Tile,3cm,Quartz,130 x 65,58.68,23.05,3,Low Tier
Maxim,Arizona Tile,2cm,Quartz,126 x 63,55.13,26.35,3,Low Tier
Maxim,Arizona Tile,3cm,Quartz,126 x 63,55.13,31.85,4,Mid Tier
Metropolis Dark,Arizona Tile,2cm,Quartz,126 x 61,53.38,26.35,3,Low Tier
Metropolis Dark,Arizona Tile,3cm,Quartz,126 x 61,53.38,31.85,4,Mid Tier
Montreal,Arizona Tile,2cm,Quartz,126 x 63,55.13,26.35,3,Low Tier
Montreal,Arizona Tile,3cm,Quartz,126 x 63,55.13,31.85,4,Mid Tier
Silver Stallion,Arizona Tile,2cm,Quartz,126 x 63,55.13,26.35,3,Low Tier
Silver Stallion,Arizona Tile,3cm,Quartz,126 x 63,55.13,31.85,4,Mid Tier
Zuri,Arizona Tile,2cm,Quartz,126 x 63,55.13,26.35,3,Low Tier
Zuri,Arizona Tile,3cm,Quartz,126 x 63,55.13,31.85,4,Mid Tier
Vittoria White,Arizona Tile,2cm,Quartz,130 x 65,58.68,26.35,3,Low Tier
Vittoria White,Arizona Tile,3cm,Quartz,130 x 65,58.68,31.85,4,Mid Tier
Abbey,Cambria,3cm,Quartz,65.5 x 132,60.00,44.95,5,High Tier
Abbey,Cambria,2cm,Quartz,65.5 x 132,60.00,44.45,5,High Tier
Ainsley,Cambria,3cm,Quartz,65.5 x 132,60.00,33.75,4,Mid Tier
Ainsley,Cambria,2cm,Quartz,65.5 x 132,60.00,33.25,4,Mid Tier
Annicca,Cambria,3cm,Quartz,65.5 x 132,60.00,44.95,5,High Tier
Annicca,Cambria,2cm,Quartz,65.5 x 132,60.00,44.45,5,High Tier
Archdale,Cambria,3cm,Quartz,55.5 x 122,47.00,44.95,5,High Tier
Archdale,Cambria,2cm,Quartz,55.5 x 122,47.00,44.45,5,High Tier
Armitage,Cambria,3cm,Quartz,65.5 x 132,60.00,33.75,4,Mid Tier
Armitage,Cambria,2cm,Quartz,65.5 x 132,60.00,33.25,4,Mid Tier
Baybridge,Cambria,3cm,Quartz,65.5 x 132,60.00,44.95,5,High Tier
Baybridge,Cambria,2cm,Quartz,65.5 x 132,60.00,44.45,5,High Tier
Beaumont,Cambria,3cm,Quartz,55.5 x 122,47.00,31.05,4,Mid Tier
Beaumont,Cambria,2cm,Quartz,55.5 x 122,47.00,30.55,4,Mid Tier
Beckington,Cambria,3cm,Quartz,65.5 x 132,60.00,44.95,5,High Tier
Beckington,Cambria,2cm,Quartz,65.5 x 132,60.00,44.45,5,High Tier
Bellingham,Cambria,3cm,Quartz,65.5 x 132,60.00,33.75,4,Mid Tier
Bellingham,Cambria,2cm,Quartz,65.5 x 132,60.00,33.25,4,Mid Tier
Bentley,Cambria,3cm,Quartz,65.5 x 132,60.00,44.95,5,High Tier
Bentley,Cambria,2cm,Quartz,65.5 x 132,60.00,44.45,5,High Tier
Berkeley,Cambria,3cm,Quartz,65.5 x 132,60.00,33.75,4,Mid Tier
Berkeley,Cambria,2cm,Quartz,65.5 x 132,60.00,33.25,4,Mid Tier
Berkshire Brass Satin Ridge,Cambria,3cm,Quartz,65.5 x 132,60.00,49.25,5,High Tier
Berkshire Brass Satin Ridge,Cambria,2cm,Quartz,65.5 x 132,60.00,48.75,5,High Tier
Berkshire Brass Sculpted,Cambria,3cm,Quartz,65.5 x 132,60.00,49.25,5,High Tier
Berkshire Brass Sculpted,Cambria,2cm,Quartz,65.5 x 132,60.00,48.75,5,High Tier
Berkshire Brass Smooth,Cambria,3cm,Quartz,65.5 x 132,60.00,49.25,5,High Tier
Berkshire Brass Smooth,Cambria,2cm,Quartz,65.5 x 132,60.00,48.75,5,High Tier
Berkshire Steel Sculpted,Cambria,3cm,Quartz,65.5 x 132,60.00,49.25,5,High Tier
Berkshire Steel Sculpted,Cambria,2cm,Quartz,65.5 x 132,60.00,48.75,5,High Tier
Berwyn,Cambria,3cm,Quartz,65.5 x 132,60.00,33.75,4,Mid Tier
Berwyn,Cambria,2cm,Quartz,65.5 x 132,60.00,33.25,4,Mid Tier
Big Sur Mist,Cambria,3cm,Quartz,65.5 x 132,60.00,33.75,4,Mid Tier
Big Sur Mist,Cambria,2cm,Quartz,65.5 x 132,60.00,33.25,4,Mid Tier
Black Rock,Cambria,3cm,Quartz,65.5 x 132,60.00,33.75,4,Mid Tier
Black Rock,Cambria,2cm,Quartz,65.5 x 132,60.00,33.25,4,Mid Tier
Blackbrook,Cambria,3cm,Quartz,65.5 x 132,60.00,33.75,4,Mid Tier
Blackbrook,Cambria,2cm,Quartz,65.5 x 132,60.00,33.25,4,Mid Tier
Blackpool Matte,Cambria,3cm,Quartz,65.5 x 132,60.00,47.95,5,High Tier
Blackpool Matte,Cambria,2cm,Quartz,65.5 x 132,60.00,47.45,5,High Tier
Blackwood,Cambria,3cm,Quartz,65.5 x 132,60.00,31.05,4,Mid Tier
Blackwood,Cambria,2cm,Quartz,65.5 x 132,60.00,30.55,4,Mid Tier
Bradshaw,Cambria,3cm,Quartz,65.5 x 132,60.00,33.75,4,Mid Tier
Bradshaw,Cambria,2cm,Quartz,65.5 x 132,60.00,33.25,4,Mid Tier
Bradwell,Cambria,3cm,Quartz,65.5 x 132,60.00,33.75,4,Mid Tier
Bradwell,Cambria,2cm,Quartz,65.5 x 132,60.00,33.25,4,Mid Tier
Bridport,Cambria,3cm,Quartz,65.5 x 132,60.00,33.75,4,Mid Tier
Bridport,Cambria,2cm,Quartz,65.5 x 132,60.00,33.25,4,Mid Tier
Brittanicca,Cambria,3cm,Quartz,65.5 x 132,60.00,44.95,5,High Tier
Brittanicca,Cambria,2cm,Quartz,65.5 x 132,60.00,44.45,5,High Tier
Brittanicca Block,Cambria,3cm,Quartz,65.5 x 132,60.00,44.95,5,High Tier
Brittanicca Gold Warm,Cambria,3cm,Quartz,65.5 x 132,60.00,44.95,5,High Tier
Brittanicca Gold Warm,Cambria,2cm,Quartz,65.5 x 132,60.00,44.45,5,High Tier
Brittanicca Warm,Cambria,3cm,Quartz,65.5 x 132,60.00,44.95,5,High Tier
Brittanicca Warm,Cambria,2cm,Quartz,65.5 x 132,60.00,44.45,5,High Tier
Brookvale,Cambria,3cm,Quartz,65.5 x 132,60.00,33.75,4,Mid Tier
Brookvale,Cambria,2cm,Quartz,65.5 x 132,60.00,33.25,4,Mid Tier
Buckingham,Cambria,3cm,Quartz,65.5 x 132,60.00,33.75,4,Mid Tier
Buckingham,Cambria,2cm,Quartz,65.5 x 132,60.00,33.25,4,Mid Tier
Buxton,Cambria,3cm,Quartz,65.5 x 132,60.00,33.75,4,Mid Tier
Buxton,Cambria,2cm,Quartz,65.5 x 132,60.00,33.25,4,Mid Tier
Cambria Black,Cambria,3cm,Quartz,65.5 x 132,60.00,33.75,4,Mid Tier
Cambria Black,Cambria,2cm,Quartz,65.5 x 132,60.00,33.25,4,Mid Tier
Canterbury,Cambria,3cm,Quartz,65.5 x 132,60.00,31.05,4,Mid Tier
Canterbury,Cambria,2cm,Quartz,65.5 x 132,60.00,30.55,4,Mid Tier
Cardiff Cream,Cambria,3cm,Quartz,65.5 x 132,60.00,31.05,4,Mid Tier
Cardiff Cream,Cambria,2cm,Quartz,65.5 x 132,60.00,30.55,4,Mid Tier
Carmarthen Brown,Cambria,3cm,Quartz,55.5 x 122,47.00,31.05,4,Mid Tier
Carmarthen Brown,Cambria,2cm,Quartz,55.5 x 122,47.00,30.55,4,Mid Tier
Carrick,Cambria,3cm,Quartz,65.5 x 132,60.00,33.75,4,Mid Tier
Carrick,Cambria,2cm,Quartz,65.5 x 132,60.00,33.25,4,Mid Tier
Cashel,Cambria,3cm,Quartz,65.5 x 132,60.00,44.95,5,High Tier
Cashel,Cambria,2cm,Quartz,65.5 x 132,60.00,44.45,5,High Tier
Charlestown,Cambria,3cm,Quartz,65.5 x 132,60.00,33.75,4,Mid Tier
Charlestown,Cambria,2cm,Quartz,65.5 x 132,60.00,33.25,4,Mid Tier
Charston,Cambria,3cm,Quartz,65.5 x 132,60.00,33.75,4,Mid Tier
Charston,Cambria,2cm,Quartz,65.5 x 132,60.00,33.25,4,Mid Tier
Cherrybrook,Cambria,3cm,Quartz,65.5 x 132,60.00,33.75,4,Mid Tier
Cherrybrook,Cambria,2cm,Quartz,65.5 x 132,60.00,33.25,4,Mid Tier
Chicago Tower,Cambria,3cm,Quartz,65.5 x 132,60.00,33.75,4,Mid Tier
Chicago Tower,Cambria,2cm,Quartz,65.5 x 132,60.00,33.25,4,Mid Tier
Clare,Cambria,3cm,Quartz,65.5 x 132,60.00,44.95,5,High Tier
Clare,Cambria,2cm,Quartz,65.5 x 132,60.00,44.45,5,High Tier
Clifton,Cambria,3cm,Quartz,65.5 x 132,60.00,33.75,4,Mid Tier
Clifton,Cambria,2cm,Quartz,65.5 x 132,60.00,33.25,4,Mid Tier
Clovelly,Cambria,3cm,Quartz,65.5 x 132,60.00,44.95,5,High Tier
Clovelly,Cambria,2cm,Quartz,65.5 x 132,60.00,44.45,5,High Tier
Collybrooke,Cambria,3cm,Quartz,65.5 x 132,60.00,31.05,4,Mid Tier
Collybrooke,Cambria,2cm,Quartz,65.5 x 132,60.00,30.55,4,Mid Tier
Colton,Cambria,3cm,Quartz,65.5 x 132,60.00,33.75,4,Mid Tier
Colton,Cambria,3cm,Quartz,80 x 136,76.00,35.25,4,Mid Tier
Colton,Cambria,2cm,Quartz,65.5 x 132,60.00,33.25,4,Mid Tier
Crowndale,Cambria,3cm,Quartz,65.5 x 132,60.00,33.75,4,Mid Tier
Crowndale,Cambria,2cm,Quartz,65.5 x 132,60.00,33.25,4,Mid Tier
Darlington,Cambria,3cm,Quartz,65.5 x 132,60.00,31.05,4,Mid Tier
Darlington,Cambria,2cm,Quartz,65.5 x 132,60.00,30.55,4,Mid Tier
Delamere,Cambria,3cm,Quartz,65.5 x 132,60.00,44.95,5,High Tier
Delamere,Cambria,2cm,Quartz,65.5 x 132,60.00,44.45,5,High Tier
Delgatie,Cambria,3cm,Quartz,65.5 x 132,60.00,44.95,5,High Tier
Delgatie,Cambria,2cm,Quartz,65.5 x 132,60.00,44.45,5,High Tier
Devon,Cambria,3cm,Quartz,65.5 x 132,60.00,33.75,4,Mid Tier
Devon,Cambria,2cm,Quartz,65.5 x 132,60.00,33.25,4,Mid Tier
Dovedale,Cambria,3cm,Quartz,65.5 x 132,60.00,31.05,4,Mid Tier
Dovedale,Cambria,2cm,Quartz,65.5 x 132,60.00,30.55,4,Mid Tier
Dunmore,Cambria,3cm,Quartz,65.5 x 132,60.00,31.05,4,Mid Tier
Dunmore,Cambria,2cm,Quartz,65.5 x 132,60.00,30.55,4,Mid Tier
Edinburough,Cambria,3cm,Quartz,65.5 x 132,60.00,33.75,4,Mid Tier
Edinburough,Cambria,2cm,Quartz,65.5 x 132,60.00,33.25,4,Mid Tier
Ella,Cambria,3cm,Quartz,65.5 x 132,60.00,44.95,5,High Tier
Ella,Cambria,2cm,Quartz,65.5 x 132,60.00,44.45,5,High Tier
Ellesmere,Cambria,3cm,Quartz,55.5 x 122,47.00,31.05,4,Mid Tier
Ellesmere,Cambria,2cm,Quartz,55.5 x 122,47.00,30.55,4,Mid Tier
Everleigh,Cambria,3cm,Quartz,65.5 x 132,60.00,44.95,5,High Tier
Everleigh,Cambria,2cm,Quartz,65.5 x 132,60.00,44.45,5,High Tier
Fairbourne,Cambria,3cm,Quartz,65.5 x 132,60.00,33.75,4,Mid Tier
Fairbourne,Cambria,2cm,Quartz,65.5 x 132,60.00,33.25,4,Mid Tier
Fieldstone,Cambria,3cm,Quartz,65.5 x 132,60.00,33.75,4,Mid Tier
Fieldstone,Cambria,2cm,Quartz,65.5 x 132,60.00,33.25,4,Mid Tier
Foggy City,Cambria,3cm,Quartz,65.5 x 132,60.00,33.75,4,Mid Tier
Foggy City,Cambria,2cm,Quartz,65.5 x 132,60.00,33.25,4,Mid Tier
Galloway,Cambria,3cm,Quartz,55.5 x 122,47.00,31.05,4,Mid Tier
Galloway,Cambria,2cm,Quartz,55.5 x 122,47.00,30.55,4,Mid Tier
Gladstone,Cambria,3cm,Quartz,65.5 x 132,60.00,44.95,5,High Tier
Gladstone,Cambria,2cm,Quartz,65.5 x 132,60.00,44.45,5,High Tier
Greystone,Cambria,3cm,Quartz,65.5 x 132,60.00,33.75,4,Mid Tier
Greystone,Cambria,2cm,Quartz,65.5 x 132,60.00,33.25,4,Mid Tier
Hadley,Cambria,3cm,Quartz,65.5 x 132,60.00,33.75,4,Mid Tier
Hadley,Cambria,2cm,Quartz,65.5 x 132,60.00,33.25,4,Mid Tier
Halewood,Cambria,3cm,Quartz,65.5 x 132,60.00,33.75,4,Mid Tier
Halewood,Cambria,2cm,Quartz,65.5 x 132,60.00,33.25,4,Mid Tier
Halstead,Cambria,3cm,Quartz,65.5 x 132,60.00,31.05,4,Mid Tier
Halstead,Cambria,2cm,Quartz,65.5 x 132,60.00,30.55,4,Mid Tier
Hamilton,Cambria,3cm,Quartz,65.5 x 132,60.00,31.05,4,Mid Tier
