Color Name,Vendor Name,Thickness,Material,size,Total/SqFt,Cost/SqFt,Price Group,Tier
Charcoal Soapstone,Silestone by Cosentino,1.2cm,Quartz,120 x 55,45.00,31.20,4,Mid Tier
Charcoal Soapstone,Silestone by Cosentino,2cm,Quartz,128 x 63,56.00,35.68,4,Mid Tier
Charcoal Soapstone,Silestone by Cosentino,3cm,Quartz,128 x 63,56.00,47.63,5,High Tier
Charcoal Soapstone,Silestone by Cosentino,1.2cm,Quartz,120 x 55,45.00,31.20,4,Mid Tier
Charcoal Soapstone,Silestone by Cosentino,2cm,Quartz,128 x 63,56.00,35.68,4,Mid Tier
Charcoal Soapstone,Silestone by Cosentino,3cm,Quartz,128 x 63,56.00,47.63,5,High Tier
Cincel Grey,Silestone by Cosentino,2cm,Quartz,120 x 55,45.00,39.24,4,Mid Tier
Cincel Grey,Silestone by Cosentino,3cm,Quartz,120 x 55,45.00,52.38,6,High Tier
Classic Calacatta,Silestone by Cosentino,2cm,Quartz,128 x 63,56.00,35.68,4,Mid Tier
Classic Calacatta,Silestone by Cosentino,3cm,Quartz,128 x 63,56.00,47.63,5,High Tier
Classic Calacatta,Silestone by Cosentino,2cm,Quartz,128 x 63,56.00,35.68,4,Mid Tier
Classic Calacatta,Silestone by Cosentino,3cm,Quartz,128 x 63,56.00,47.63,5,High Tier
Copper Mist,Silestone by Cosentino,2cm,Quartz,128 x 63,56.00,35.68,4,Mid Tier
Copper Mist,Silestone by Cosentino,3cm,Quartz,128 x 63,56.00,47.63,5,High Tier
Corktown,Silestone by Cosentino,2cm,Quartz,128 x 63,56.00,39.25,4,Mid Tier
Corktown,Silestone by Cosentino,3cm,Quartz,128 x 63,56.00,52.39,6,High Tier
Faro White,Silestone by Cosentino,2cm,Quartz,120 x 55,45.00,39.24,4,Mid Tier
Faro White,Silestone by Cosentino,3cm,Quartz,120 x 55,45.00,52.38,6,High Tier
Kensho,Silestone by Cosentino,2cm,Quartz,128 x 63,56.00,35.68,4,Mid Tier
Kensho,Silestone by Cosentino,3cm,Quartz,128 x 63,56.00,47.63,5,High Tier
Nolita,Silestone by Cosentino,1.2cm,Quartz,120 x 55,45.00,34.33,4,Mid Tier
Nolita,Silestone by Cosentino,2cm,Quartz,128 x 63,56.00,39.25,4,Mid Tier
Nolita,Silestone by Cosentino,3cm,Quartz,128 x 63,56.00,52.39,6,High Tier
Poblenou,Silestone by Cosentino,2cm,Quartz,128 x 63,56.00,39.25,4,Mid Tier
Poblenou,Silestone by Cosentino,3cm,Quartz,128 x 63,56.00,52.39,6,High Tier
Posidonia Green,Silestone by Cosentino,2cm,Quartz,120 x 55,45.00,39.24,4,Mid Tier
Posidonia Green,Silestone by Cosentino,3cm,Quartz,120 x 55,45.00,52.38,6,High Tier
Seaport,Silestone by Cosentino,1.2cm,Quartz,120 x 55,45.00,34.33,4,Mid Tier
Seaport,Silestone by Cosentino,2cm,Quartz,128 x 63,56.00,39.25,4,Mid Tier
Seaport,Silestone by Cosentino,3cm,Quartz,128 x 63,56.00,52.39,6,High Tier
White Zeus,Silestone by Cosentino,1.2cm,Quartz,120 x 55,45.00,31.20,4,Mid Tier
White Zeus,Silestone by Cosentino,2cm,Quartz,120 x 55,45.00,35.67,4,Mid Tier
White Zeus,Silestone by Cosentino,3cm,Quartz,120 x 55,45.00,47.60,5,High Tier
White Zeus,Silestone by Cosentino,2cm,Quartz,128 x 63,56.00,35.68,4,Mid Tier
White Zeus,Silestone by Cosentino,3cm,Quartz,128 x 63,56.00,47.63,5,High Tier
White Zeus,Silestone by Cosentino,1.2cm,Quartz,120 x 55,45.00,31.20,4,Mid Tier
White Zeus,Silestone by Cosentino,2cm,Quartz,120 x 55,45.00,35.67,4,Mid Tier
White Zeus,Silestone by Cosentino,3cm,Quartz,120 x 55,45.00,47.60,5,High Tier
White Zeus,Silestone by Cosentino,2cm,Quartz,128 x 63,56.00,35.68,4,Mid Tier
White Zeus,Silestone by Cosentino,3cm,Quartz,128 x 63,56.00,47.63,5,High Tier
Et Bella,Silestone by Cosentino,2cm,Quartz,128 x 63,56.00,37.98,4,Mid Tier
Et Bella,Silestone by Cosentino,3cm,Quartz,128 x 63,56.00,50.43,6,High Tier
Et Bella,Silestone by Cosentino,2cm,Quartz,128 x 63,56.00,37.98,4,Mid Tier
Et Bella,Silestone by Cosentino,3cm,Quartz,128 x 63,56.00,50.43,6,High Tier
Et Dor,Silestone by Cosentino,2cm,Quartz,128 x 63,56.00,37.98,4,Mid Tier
Et Dor,Silestone by Cosentino,3cm,Quartz,128 x 63,56.00,50.43,6,High Tier
Et Marfil,Silestone by Cosentino,2cm,Quartz,128 x 63,56.00,37.98,4,Mid Tier
Et Marfil,Silestone by Cosentino,3cm,Quartz,128 x 63,56.00,50.43,6,High Tier
Et Marfil,Silestone by Cosentino,2cm,Quartz,128 x 63,56.00,37.98,4,Mid Tier
Et Marfil,Silestone by Cosentino,3cm,Quartz,128 x 63,56.00,50.43,6,High Tier
Et Serena,Silestone by Cosentino,1.2cm,Quartz,120 x 55,45.00,32.62,4,Mid Tier
Et Serena,Silestone by Cosentino,2cm,Quartz,128 x 63,56.00,37.98,4,Mid Tier
Et Serena,Silestone by Cosentino,3cm,Quartz,128 x 63,56.00,50.43,6,High Tier
Et Serena,Silestone by Cosentino,1.2cm,Quartz,120 x 55,45.00,32.62,4,Mid Tier
Et Serena,Silestone by Cosentino,2cm,Quartz,128 x 63,56.00,37.98,4,Mid Tier
Et Serena,Silestone by Cosentino,3cm,Quartz,128 x 63,56.00,50.43,6,High Tier
Et Statuario,Silestone by Cosentino,1.2cm,Quartz,120 x 55,45.00,32.62,4,Mid Tier
Et Statuario,Silestone by Cosentino,2cm,Quartz,128 x 63,56.00,37.98,4,Mid Tier
Et Statuario,Silestone by Cosentino,3cm,Quartz,128 x 63,56.00,50.43,6,High Tier
Et Statuario,Silestone by Cosentino,1.2cm,Quartz,120 x 55,45.00,32.62,4,Mid Tier
Et Statuario,Silestone by Cosentino,2cm,Quartz,128 x 63,56.00,37.98,4,Mid Tier
Et Statuario,Silestone by Cosentino,3cm,Quartz,128 x 63,56.00,50.43,6,High Tier
Iconic White,Silestone by Cosentino,2cm,Quartz,128 x 63,56.00,37.98,4,Mid Tier
Iconic White,Silestone by Cosentino,3cm,Quartz,128 x 63,56.00,50.43,6,High Tier
Iconic White,Silestone by Cosentino,2cm,Quartz,128 x 63,56.00,37.98,4,Mid Tier
Iconic White,Silestone by Cosentino,3cm,Quartz,128 x 63,56.00,50.43,6,High Tier
Ocean Jasper F,Silestone by Cosentino,2cm,Quartz,128 x 63,56.00,37.98,4,Mid Tier
Ocean Jasper F,Silestone by Cosentino,3cm,Quartz,128 x 63,56.00,50.43,6,High Tier
Ocean Storm,Silestone by Cosentino,2cm,Quartz,128 x 63,56.00,37.98,4,Mid Tier
Ocean Storm,Silestone by Cosentino,3cm,Quartz,128 x 63,56.00,50.43,6,High Tier
Pietra,Silestone by Cosentino,2cm,Quartz,128 x 63,56.00,37.98,4,Mid Tier
Pietra,Silestone by Cosentino,3cm,Quartz,128 x 63,56.00,50.43,6,High Tier
Pietra,Silestone by Cosentino,2cm,Quartz,128 x 63,56.00,37.98,4,Mid Tier
Pietra,Silestone by Cosentino,3cm,Quartz,128 x 63,56.00,50.43,6,High Tier
Et Calacatta Gold,Silestone by Cosentino,1.2cm,Quartz,120 x 55,45.00,43.67,5,High Tier
Et Calacatta Gold,Silestone by Cosentino,2cm,Quartz,128 x 63,56.00,48.18,5,High Tier
Et Calacatta Gold,Silestone by Cosentino,3cm,Quartz,128 x 63,56.00,56.57,6,High Tier
Et Calacatta Gold,Silestone by Cosentino,1.2cm,Quartz,120 x 55,45.00,43.67,5,High Tier
Et Calacatta Gold,Silestone by Cosentino,2cm,Quartz,128 x 63,56.00,48.18,5,High Tier
Et Calacatta Gold,Silestone by Cosentino,3cm,Quartz,128 x 63,56.00,56.57,6,High Tier
Et Marquina,Silestone by Cosentino,2cm,Quartz,128 x 63,56.00,48.18,5,High Tier
Et Marquina,Silestone by Cosentino,3cm,Quartz,128 x 63,56.00,56.57,6,High Tier
Et Marquina,Silestone by Cosentino,2cm,Quartz,128 x 63,56.00,48.18,5,High Tier
Et Marquina,Silestone by Cosentino,3cm,Quartz,128 x 63,56.00,56.57,6,High Tier
Et Noir,Silestone by Cosentino,1.2cm,Quartz,120 x 55,45.00,43.67,5,High Tier
Et Noir,Silestone by Cosentino,2cm,Quartz,128 x 63,56.00,48.18,5,High Tier
Et Noir,Silestone by Cosentino,3cm,Quartz,128 x 63,56.00,56.57,6,High Tier
Et Noir,Silestone by Cosentino,1.2cm,Quartz,120 x 55,45.00,43.67,5,High Tier
Et Noir,Silestone by Cosentino,2cm,Quartz,128 x 63,56.00,48.18,5,High Tier
Et Noir,Silestone by Cosentino,3cm,Quartz,128 x 63,56.00,56.57,6,High Tier
Ethereal Cloud,Silestone by Cosentino,2cm,Quartz,128 x 63,56.00,48.18,5,High Tier
Ethereal Cloud,Silestone by Cosentino,3cm,Quartz,128 x 63,56.00,56.57,6,High Tier
Ethereal Cloud,Silestone by Cosentino,2cm,Quartz,128 x 63,56.00,48.18,5,High Tier
Ethereal Cloud,Silestone by Cosentino,3cm,Quartz,128 x 63,56.00,56.57,6,High Tier
Ethereal Dusk,Silestone by Cosentino,2cm,Quartz,128 x 63,56.00,48.18,5,High Tier
Ethereal Dusk,Silestone by Cosentino,3cm,Quartz,128 x 63,56.00,56.57,6,High Tier
Ethereal Dusk,Silestone by Cosentino,2cm,Quartz,128 x 63,56.00,48.18,5,High Tier
Ethereal Dusk,Silestone by Cosentino,3cm,Quartz,128 x 63,56.00,56.57,6,High Tier
Ethereal Glow,Silestone by Cosentino,1.2cm,Quartz,120 x 55,45.00,43.67,5,High Tier
Ethereal Glow,Silestone by Cosentino,2cm,Quartz,128 x 63,56.00,48.18,5,High Tier
Ethereal Glow,Silestone by Cosentino,3cm,Quartz,128 x 63,56.00,56.57,6,High Tier
Ethereal Glow,Silestone by Cosentino,1.2cm,Quartz,120 x 55,45.00,43.67,5,High Tier
Ethereal Glow,Silestone by Cosentino,2cm,Quartz,128 x 63,56.00,48.18,5,High Tier
Ethereal Glow,Silestone by Cosentino,3cm,Quartz,128 x 63,56.00,56.57,6,High Tier
Ethereal Haze,Silestone by Cosentino,1.2cm,Quartz,120 x 55,45.00,43.67,5,High Tier
Ethereal Haze,Silestone by Cosentino,2cm,Quartz,128 x 63,56.00,48.18,5,High Tier
Ethereal Haze,Silestone by Cosentino,3cm,Quartz,128 x 63,56.00,56.57,6,High Tier
Ethereal Haze,Silestone by Cosentino,1.2cm,Quartz,120 x 55,45.00,43.67,5,High Tier
Ethereal Haze,Silestone by Cosentino,2cm,Quartz,128 x 63,56.00,48.18,5,High Tier
Ethereal Haze,Silestone by Cosentino,3cm,Quartz,128 x 63,56.00,56.57,6,High Tier
Ethereal Noctis,Silestone by Cosentino,1.2cm,Quartz,120 x 55,45.00,43.67,5,High Tier
Ethereal Noctis,Silestone by Cosentino,2cm,Quartz,128 x 63,56.00,48.18,5,High Tier
Ethereal Noctis,Silestone by Cosentino,3cm,Quartz,128 x 63,56.00,56.57,6,High Tier
Ethereal Noctis,Silestone by Cosentino,1.2cm,Quartz,120 x 55,45.00,43.67,5,High Tier
Ethereal Noctis,Silestone by Cosentino,2cm,Quartz,128 x 63,56.00,48.18,5,High Tier
Ethereal Noctis,Silestone by Cosentino,3cm,Quartz,128 x 63,56.00,56.57,6,High Tier
Bohemian Flame,Silestone by Cosentino,2cm,Quartz,128 x 63,56.00,54.20,6,High Tier
Bohemian Flame,Silestone by Cosentino,3cm,Quartz,128 x 63,56.00,63.64,6,High Tier
Bohemian Flame,Silestone by Cosentino,2cm,Quartz,128 x 63,56.00,54.20,6,High Tier
Bohemian Flame,Silestone by Cosentino,3cm,Quartz,128 x 63,56.00,63.64,6,High Tier
Eclectic Pearl,Silestone by Cosentino,2cm,Quartz,128 x 63,56.00,54.20,6,High Tier
Eclectic Pearl,Silestone by Cosentino,3cm,Quartz,128 x 63,56.00,63.64,6,High Tier
Eclectic Pearl,Silestone by Cosentino,2cm,Quartz,128 x 63,56.00,54.20,6,High Tier
Eclectic Pearl,Silestone by Cosentino,3cm,Quartz,128 x 63,56.00,63.64,6,High Tier
Parisien Bleu,Silestone by Cosentino,2cm,Quartz,128 x 63,56.00,54.20,6,High Tier
Parisien Bleu,Silestone by Cosentino,3cm,Quartz,128 x 63,56.00,63.64,6,High Tier
Romantic Ash,Silestone by Cosentino,2cm,Quartz,128 x 63,56.00,54.20,6,High Tier
Romantic Ash,Silestone by Cosentino,3cm,Quartz,128 x 63,56.00,63.64,6,High Tier
Romantic Ash,Silestone by Cosentino,2cm,Quartz,128 x 63,56.00,54.20,6,High Tier
Romantic Ash,Silestone by Cosentino,3cm,Quartz,128 x 63,56.00,63.64,6,High Tier
Versailles Ivory,Silestone by Cosentino,2cm,Quartz,128 x 63,56.00,54.20,6,High Tier
Versailles Ivory,Silestone by Cosentino,3cm,Quartz,128 x 63,56.00,63.64,6,High Tier
Victorian Silver,Silestone by Cosentino,2cm,Quartz,128 x 63,56.00,54.20,6,High Tier
Victorian Silver,Silestone by Cosentino,3cm,Quartz,128 x 63,56.00,63.64,6,High Tier
Acadia Black,Daltile,2cm,Quartz,136 x 79,74.61,15.25,2,Low Tier
Acadia Black,Daltile,3cm,Quartz,136 x 79,74.61,17.80,2,Low Tier
Alpine Winter,Daltile,2cm,Quartz,136 x 79,74.61,16.75,2,Low Tier
Alpine Winter,Daltile,3cm,Quartz,136 x 79,74.61,19.90,2,Low Tier
Amazonite,Daltile,2cm,Quartz,136 x 79,74.61,28.30,3,Low Tier
Amazonite,Daltile,3cm,Quartz,136 x 79,74.61,31.45,4,Mid Tier
Amazonite Grey,Daltile,2cm,Quartz,136 x 79,74.61,28.30,3,Low Tier
Amazonite Grey,Daltile,3cm,Quartz,136 x 79,74.61,31.45,4,Mid Tier
Arabescato Mountain,Daltile,2cm,Quartz,136 x 79,74.61,19.90,2,Low Tier
Arabescato Mountain,Daltile,3cm,Quartz,136 x 79,74.61,23.05,3,Low Tier
Arabescato Twilight,Daltile,2cm,Quartz,136 x 79,74.61,19.90,2,Low Tier
Arabescato Twilight,Daltile,3cm,Quartz,136 x 79,74.61,23.05,3,Low Tier
Arches,Daltile,2cm,Quartz,136 x 79,74.61,13.50,2,Low Tier
Arches,Daltile,3cm,Quartz,136 x 79,74.61,15.70,2,Low Tier
Arctic Arabescato,Daltile,2cm,Quartz,130 x 65,58.68,24.10,3,Low Tier
Arctic Arabescato,Daltile,3cm,Quartz,130 x 65,58.68,28.30,3,Low Tier
Argos,Daltile,2cm,Quartz,136 x 79,74.61,19.90,2,Low Tier
Argos,Daltile,3cm,Quartz,136 x 79,74.61,23.05,3,Low Tier
Armor Grey,Daltile,2cm,Quartz,136 x 79,74.61,16.75,2,Low Tier
Armor Grey,Daltile,3cm,Quartz,136 x 79,74.61,19.90,2,Low Tier
Ash Grey,Daltile,2cm,Quartz,136 x 79,74.61,13.60,2,Low Tier
Ash Grey,Daltile,3cm,Quartz,136 x 79,74.61,15.70,2,Low Tier
Ash Grey,Daltile,2cm,Quartz,136 x 79,74.61,14.65,2,Low Tier
Ash Grey,Daltile,3cm,Quartz,136 x 79,74.61,15.70,2,Low Tier
Aspen Grey,Daltile,2cm,Quartz,136 x 79,74.61,16.75,2,Low Tier
Aspen Grey,Daltile,3cm,Quartz,136 x 79,74.61,19.90,2,Low Tier
Black Canyon,Daltile,2cm,Quartz,136 x 79,74.61,24.10,3,Low Tier
Black Canyon,Daltile,3cm,Quartz,136 x 79,74.61,28.30,3,Low Tier
Broadway Black,Daltile,2cm,Quartz,136 x 79,74.61,24.10,3,Low Tier
Broadway Black,Daltile,3cm,Quartz,136 x 79,74.61,28.30,3,Low Tier
Broadway Black,Daltile,2cm,Quartz,136 x 79,74.61,25.15,3,Low Tier
Broadway Black,Daltile,3cm,Quartz,136 x 79,74.61,29.35,3,Low Tier
Brushed Flannel,Daltile,2cm,Quartz,136 x 79,74.61,7.90,1,Low Tier
Brushed Flannel,Daltile,3cm,Quartz,136 x 79,74.61,11.05,2,Low Tier
Cabrini Grey,Daltile,2cm,Quartz,126 x 61,53.38,16.75,2,Low Tier
Cabrini Grey,Daltile,3cm,Quartz,126 x 61,53.38,19.90,2,Low Tier
Calacatta Alabaster,Daltile,2cm,Quartz,136 x 79,74.61,23.10,3,Low Tier
Calacatta Alabaster,Daltile,3cm,Quartz,136 x 79,74.61,27.30,3,Low Tier
Calacatta Aurora,Daltile,2cm,Quartz,130 x 65,58.68,23.10,3,Low Tier
Calacatta Aurora,Daltile,3cm,Quartz,130 x 65,58.68,27.25,3,Low Tier
Calacatta Bolt,Daltile,2cm,Quartz,136 x 79,74.61,24.10,3,Low Tier
Calacatta Bolt,Daltile,3cm,Quartz,136 x 79,74.61,28.30,3,Low Tier
Calacatta Cathedral,Daltile,2cm,Quartz,136 x 79,74.61,23.10,3,Low Tier
Calacatta Cathedral,Daltile,3cm,Quartz,136 x 79,74.61,27.30,3,Low Tier
Calacatta Odyssey,Daltile,2cm,Quartz,136 x 79,74.61,16.75,2,Low Tier
Calacatta Odyssey,Daltile,3cm,Quartz,136 x 79,74.61,19.90,2,Low Tier
Calacatta Olympic,Daltile,2cm,Quartz,136 x 79,74.61,19.90,2,Low Tier
Calacatta Olympic,Daltile,3cm,Quartz,136 x 79,74.61,23.05,3,Low Tier
Calacatta Oro,Daltile,2cm,Quartz,136 x 79,74.61,24.10,3,Low Tier
Calacatta Oro,Daltile,3cm,Quartz,136 x 79,74.61,28.30,3,Low Tier
Calacatta Royale,Daltile,2cm,Quartz,136 x 79,74.61,24.10,3,Low Tier
Calacatta Royale,Daltile,3cm,Quartz,136 x 79,74.61,28.30,3,Low Tier
Calacatta Villa,Daltile,2cm,Quartz,136 x 79,74.61,19.90,2,Low Tier
Calacatta Villa,Daltile,3cm,Quartz,136 x 79,74.61,23.05,3,Low Tier
Calacatta Wisteria,Daltile,2cm,Quartz,130 x 65,58.68,23.10,3,Low Tier
Calacatta Wisteria,Daltile,3cm,Quartz,130 x 65,58.68,27.25,3,Low Tier
Capitol Beige,Daltile,2cm,Quartz,136 x 79,74.61,16.75,2,Low Tier
Capitol Beige,Daltile,3cm,Quartz,136 x 79,74.61,19.90,2,Low Tier
Carrara Veil,Daltile,2cm,Quartz,136 x 79,74.61,16.75,2,Low Tier
Carrara Veil,Daltile,3cm,Quartz,136 x 79,74.61,19.90,2,Low Tier
Chateau,Daltile,2cm,Quartz,136 x 79,74.61,24.10,3,Low Tier
Chateau,Daltile,3cm,Quartz,136 x 79,74.61,28.30,3,Low Tier
Chipped Ice,Daltile,2cm,Quartz,136 x 79,74.61,7.90,1,Low Tier
Chipped Ice,Daltile,3cm,Quartz,136 x 79,74.61,11.05,2,Low Tier
Concrete Grey,Daltile,2cm,Quartz,136 x 79,74.61,13.60,2,Low Tier
Concrete Grey,Daltile,3cm,Quartz,136 x 79,74.61,15.70,2,Low Tier
Coronado White,Daltile,2cm,Quartz,136 x 79,74.61,15.25,2,Low Tier
Coronado White,Daltile,3cm,Quartz,136 x 79,74.61,17.80,2,Low Tier
Freedom Calacatta,Daltile,2cm,Quartz,136 x 79,74.61,16.75,2,Low Tier
Freedom Calacatta,Daltile,3cm,Quartz,136 x 79,74.61,19.90,2,Low Tier
Fresh Linen,Daltile,2cm,Quartz,136 x 79,74.61,8.35,1,Low Tier
Fresh Linen,Daltile,3cm,Quartz,136 x 79,74.61,11.50,2,Low Tier
Golden Gate,Daltile,2cm,Quartz,136 x 79,74.61,13.50,2,Low Tier
Golden Gate,Daltile,3cm,Quartz,136 x 79,74.61,15.70,2,Low Tier
Harbor Bay,Daltile,2cm,Quartz,136 x 79,74.61,17.80,2,Low Tier
Harbor Bay,Daltile,3cm,Quartz,136 x 79,74.61,20.95,3,Low Tier
Independence Calacatta,Daltile,2cm,Quartz,130 x 65,58.68,23.10,3,Low Tier
Independence Calacatta,Daltile,3cm,Quartz,130 x 65,58.68,27.30,3,Low Tier
Jasmine White,Daltile,2cm,Quartz,136 x 79,74.61,13.50,2,Low Tier
Jasmine White,Daltile,3cm,Quartz,136 x 79,74.61,15.70,2,Low Tier
Kodiak,Daltile,2cm,Quartz,136 x 79,74.61,15.25,2,Low Tier
Kodiak,Daltile,3cm,Quartz,136 x 79,74.61,17.80,2,Low Tier
Liberty Black,Daltile,2cm,Quartz,136 x 79,74.61,16.75,2,Low Tier
Liberty Black,Daltile,3cm,Quartz,136 x 79,74.61,19.90,2,Low Tier
Liberty Black,Daltile,2cm,Quartz,136 x 79,74.61,17.80,2,Low Tier
Liberty Black,Daltile,3cm,Quartz,136 x 79,74.61,20.95,3,Low Tier
Liberty Calacatta,Daltile,2cm,Quartz,136 x 79,74.61,16.65,2,Low Tier
Liberty Calacatta,Daltile,3cm,Quartz,136 x 79,74.61,19.90,2,Low Tier
Liberty Gold,Daltile,2cm,Quartz,136 x 79,74.61,16.65,2,Low Tier
Liberty Gold,Daltile,3cm,Quartz,136 x 79,74.61,19.90,2,Low Tier
Lincoln White,Daltile,2cm,Quartz,126 x 61,53.38,16.65,2,Low Tier
Lincoln White,Daltile,3cm,Quartz,126 x 61,53.38,19.90,2,Low Tier
Mesa Dune,Daltile,2cm,Quartz,136 x 79,74.61,8.35,1,Low Tier
Mesa Dune,Daltile,3cm,Quartz,136 x 79,74.61,11.50,2,Low Tier
Monument White,Daltile,2cm,Quartz,136 x 79,74.61,24.10,3,Low Tier
Monument White,Daltile,3cm,Quartz,136 x 79,74.61,28.30,3,Low Tier
Moongaze,Daltile,2cm,Quartz,130 x 65,58.68,19.90,2,Low Tier
Moongaze,Daltile,3cm,Quartz,130 x 65,58.68,23.05,3,Low Tier
Morning Frost,Daltile,2cm,Quartz,136 x 79,74.61,13.50,2,Low Tier
Morning Frost,Daltile,3cm,Quartz,136 x 79,74.61,15.70,2,Low Tier
Niagara,Daltile,2cm,Quartz,136 x 79,74.61,13.50,2,Low Tier
Niagara,Daltile,3cm,Quartz,136 x 79,74.61,15.70,2,Low Tier
Nightfall,Daltile,2cm,Quartz,136 x 79,74.61,15.25,2,Low Tier
Nightfall,Daltile,3cm,Quartz,136 x 79,74.61,17.80,2,Low Tier
Nightfall,Daltile,2cm,Quartz,136 x 79,74.61,16.30,2,Low Tier
Nightfall,Daltile,3cm,Quartz,136 x 79,74.61,18.85,2,Low Tier
Noble Grey,Daltile,2cm,Quartz,136 x 79,74.61,16.75,2,Low Tier
Noble Grey,Daltile,3cm,Quartz,136 x 79,74.61,19.90,2,Low Tier
Noble Grey,Daltile,2cm,Quartz,136 x 79,74.61,17.80,2,Low Tier
Noble Grey,Daltile,3cm,Quartz,136 x 79,74.61,20.95,3,Low Tier
Outer Banks,Daltile,2cm,Quartz,136 x 79,74.61,15.25,2,Low Tier
Outer Banks,Daltile,3cm,Quartz,136 x 79,74.61,17.80,2,Low Tier
Patriotic Calacatta,Daltile,2cm,Quartz,136 x 79,74.61,23.10,3,Low Tier
Patriotic Calacatta,Daltile,3cm,Quartz,136 x 79,74.61,27.30,3,Low Tier
Pulsar,Daltile,2cm,Quartz,136 x 79,74.61,19.90,2,Low Tier
Pulsar,Daltile,3cm,Quartz,136 x 79,74.61,23.05,3,Low Tier
Rocky Mountain,Daltile,2cm,Quartz,136 x 79,74.61,13.50,2,Low Tier
Rocky Mountain,Daltile,3cm,Quartz,136 x 79,74.61,15.70,2,Low Tier
Simply Beige,Daltile,1.6cm,Quartz,136 x 79,74.61,6.85,1,Low Tier
Simply Beige,Daltile,2cm,Quartz,136 x 79,74.61,7.30,1,Low Tier
Simply Beige,Daltile,3cm,Quartz,136 x 79,74.61,10.45,2,Low Tier
Simply Grey,Daltile,1.6cm,Quartz,136 x 79,74.61,6.25,1,Low Tier
Simply Grey,Daltile,2cm,Quartz,136 x 79,74.61,7.30,1,Low Tier
Simply Grey,Daltile,3cm,Quartz,136 x 79,74.61,10.45,2,Low Tier
Simply White,Daltile,1.6cm,Quartz,136 x 79,74.61,6.25,1,Low Tier
Simply White,Daltile,2cm,Quartz,136 x 79,74.61,7.30,1,Low Tier
Simply White,Daltile,3cm,Quartz,136 x 79,74.61,10.45,2,Low Tier
Sirius,Daltile,2cm,Quartz,136 x 79,74.61,19.90,2,Low Tier
Sirius,Daltile,3cm,Quartz,136 x 79,74.61,23.05,3,Low Tier
Statuary Glory,Daltile,2cm,Quartz,136 x 79,74.61,19.90,2,Low Tier
Statuary Glory,Daltile,3cm,Quartz,136 x 79,74.61,23.05,3,Low Tier
Statuary Unity,Daltile,2cm,Quartz,136 x 79,74.61,19.90,2,Low Tier
Statuary Unity,Daltile,3cm,Quartz,136 x 79,74.61,23.05,3,Low Tier
Telluride,Daltile,2cm,Quartz,136 x 79,74.61,24.10,3,Low Tier
Telluride,Daltile,3cm,Quartz,136 x 79,74.61,28.30,3,Low Tier
Valor Gold,Daltile,2cm,Quartz,136 x 79,74.61,16.75,2,Low Tier
Valor Gold,Daltile,3cm,Quartz,136 x 79,74.61,19.90,2,Low Tier
Valor Gold,Daltile,2cm,Quartz,136 x 79,74.61,17.80,2,Low Tier
Valor Gold,Daltile,3cm,Quartz,136 x 79,74.61,20.95,3,Low Tier
Valor White,Daltile,2cm,Quartz,136 x 79,74.61,16.75,2,Low Tier
Valor White,Daltile,3cm,Quartz,136 x 79,74.61,19.90,2,Low Tier
Valor White,Daltile,2cm,Quartz,136 x 79,74.61,17.80,2,Low Tier
Valor White,Daltile,3cm,Quartz,136 x 79,74.61,20.95,3,Low Tier
Washington,Daltile,2cm,Quartz,136 x 79,74.61,19.90,2,Low Tier
Washington,Daltile,3cm,Quartz,136 x 79,74.61,23.05,3,Low Tier
White Ice,Daltile,2cm,Quartz,136 x 79,74.61,7.90,1,Low Tier
White Ice,Daltile,3cm,Quartz,136 x 79,74.61,11.05,2,Low Tier
White Sand,Daltile,2cm,Quartz,136 x 79,74.61,13.50,2,Low Tier
White Sand,Daltile,3cm,Quartz,136 x 79,74.61,15.70,2,Low Tier
Woven Wool,Daltile,2cm,Quartz,136 x 79,74.61,8.35,1,Low Tier
Woven Wool,Daltile,3cm,Quartz,136 x 79,74.61,11.50,2,Low Tier
Columbus Brown,Daltile,2cm,Quartz,126 x 61,53.38,18.40,2,Low Tier
Columbus Brown,Daltile,3cm,Quartz,126 x 61,53.38,22.60,3,Low Tier
Evening Grey,Daltile,2cm,Quartz,136 x 79,74.61,13.60,2,Low Tier
Evening Grey,Daltile,3cm,Quartz,136 x 79,74.61,16.75,2,Low Tier
Heritage Greige,Daltile,2cm,Quartz,136 x 79,74.61,17.80,2,Low Tier
Heritage Greige,Daltile,3cm,Quartz,136 x 79,74.61,20.95,3,Low Tier
Ludlow Tan,Daltile,2cm,Quartz,126 x 61,53.38,18.40,2,Low Tier
Ludlow Tan,Daltile,3cm,Quartz,126 x 61,53.38,22.60,3,Low Tier
Mercer Grey,Daltile,2cm,Quartz,126 x 61,53.38,18.40,2,Low Tier
Mercer Grey,Daltile,3cm,Quartz,126 x 61,53.38,22.60,3,Low Tier
Rushmore,Daltile,2cm,Quartz,136 x 79,74.61,20.50,3,Low Tier
Rushmore,Daltile,3cm,Quartz,136 x 79,74.61,23.65,3,Low Tier
Vortex,Daltile,2cm,Quartz,136 x 79,74.61,8.95,1,Low Tier
Vortex,Daltile,3cm,Quartz,136 x 79,74.61,12.10,2,Low Tier
African Rainbow,MSI Surfaces,3cm,Granite,126 x 63,55.00,26.15,3,Low Tier
Agatha Black,MSI Surfaces,2cm,Granite,126 x 63,55.00,23.80,3,Low Tier
